วันที่,ประเภท,สินค้า,หน่วย,ราคา ต่ำสุด,ราคา สูงสุด,ราคาเฉลี่ย
5/4/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,80,95,87.5
7/4/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
8/4/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
9/4/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
16/4/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
19/4/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
20/4/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
21/4/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
22/4/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
23/4/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
26/4/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
27/4/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
28/4/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
29/4/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
30/4/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
3/5/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
5/5/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
6/5/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
7/5/2564,ขายปลีก,มะขามเปียก แกะเมล็ด,บาท/ กก.,85,100,92.5
