วันที่,ประเภท,สินค้า,หน่วย,ราคา ต่ำสุด,ราคา สูงสุด,ราคาเฉลี่ย
1/4/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
2/4/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
5/4/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
7/4/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
8/4/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
9/4/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
16/4/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
19/4/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
20/4/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
21/4/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
22/4/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
23/4/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
26/4/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
27/4/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
28/4/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
29/4/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
30/4/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
3/5/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
5/5/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
6/5/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
7/5/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
11/5/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
12/5/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
13/5/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
14/5/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
17/5/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
18/5/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
19/5/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
20/5/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
21/5/2564,ขายปลีก,ไก่สดชำแหละ น่อง สะโพก,บาท/กก.,60,65,62.5
