Date,Day_Name,Month_Name,Year,Important_Events,Day_Type,Important_Days
17/8/2025,Sunday,August,2025,,Weekend,0
18/8/2025,Monday,August,2025,National Science Day,Yes,1
19/8/2025,Tuesday,August,2025,,No,0
20/8/2025,Wednesday,August,2025,,No,0
21/8/2025,Thursday,August,2025,,No,0
22/8/2025,Friday,August,2025,,No,0
23/8/2025,Saturday,August,2025,,Weekend,0
24/8/2025,Sunday,August,2025,,Weekend,0
25/8/2025,Monday,August,2025,,No,0
26/8/2025,Tuesday,August,2025,,No,0
27/8/2025,Wednesday,August,2025,,No,0
28/8/2025,Thursday,August,2025,,No,0
29/8/2025,Friday,August,2025,,No,0
30/8/2025,Saturday,August,2025,,Weekend,0
31/8/2025,Sunday,August,2025,,Weekend,0
1/9/2025,Monday,September,2025,,No,0
2/9/2025,Tuesday,September,2025,,No,0
3/9/2025,Wednesday,September,2025,,No,0
4/9/2025,Thursday,September,2025,,No,0
5/9/2025,Friday,September,2025,,No,0
6/9/2025,Saturday,September,2025,Sart Chin Day (Ghost Festival),Yes,1
7/9/2025,Sunday,September,2025,,Weekend,0
8/9/2025,Monday,September,2025,,No,0
9/9/2025,Tuesday,September,2025,,No,0
10/9/2025,Wednesday,September,2025,,No,0
11/9/2025,Thursday,September,2025,,No,0
12/9/2025,Friday,September,2025,,No,0
13/9/2025,Saturday,September,2025,,Weekend,0
14/9/2025,Sunday,September,2025,,Weekend,0
15/9/2025,Monday,September,2025,,No,0
16/9/2025,Tuesday,September,2025,,No,0
17/9/2025,Wednesday,September,2025,,No,0
18/9/2025,Thursday,September,2025,,No,0
19/9/2025,Friday,September,2025,,No,0
20/9/2025,Saturday,September,2025,,Weekend,0
21/9/2025,Sunday,September,2025,,Weekend,0
22/9/2025,Monday,September,2025,Navaratri Festival Begins,Yes,1
23/9/2025,Tuesday,September,2025,,No,0
24/9/2025,Wednesday,September,2025,Mahidol Day,Yes,1
25/9/2025,Thursday,September,2025,,No,0
26/9/2025,Friday,September,2025,,No,0
27/9/2025,Saturday,September,2025,,Weekend,0
28/9/2025,Sunday,September,2025,,Weekend,0
29/9/2025,Monday,September,2025,,No,0
30/9/2025,Tuesday,September,2025,,No,0
1/10/2025,Wednesday,October,2025,,No,0
2/10/2025,Thursday,October,2025,,No,0
3/10/2025,Friday,October,2025,,No,0
4/10/2025,Saturday,October,2025,,Weekend,0
5/10/2025,Sunday,October,2025,,Weekend,0
6/10/2025,Monday,October,2025,Moon Festival (Mid-Autumn Festival),Yes,1
7/10/2025,Tuesday,October,2025,End of Buddhist Lent (Wan Ok Phansa),Yes,1
8/10/2025,Wednesday,October,2025,,No,0
9/10/2025,Thursday,October,2025,,No,0
10/10/2025,Friday,October,2025,,No,0
11/10/2025,Saturday,October,2025,,Weekend,0
12/10/2025,Sunday,October,2025,,Weekend,0
13/10/2025,Monday,October,2025,King Bhumibol Adulyadej Memorial Day (Navamindra Maharaj Day),Yes,1
14/10/2025,Tuesday,October,2025,,No,0
15/10/2025,Wednesday,October,2025,,No,0
16/10/2025,Thursday,October,2025,,No,0
17/10/2025,Friday,October,2025,,No,0
18/10/2025,Saturday,October,2025,,Weekend,0
19/10/2025,Sunday,October,2025,,Weekend,0
20/10/2025,Monday,October,2025,Diwali (Deepavali),Yes,1
21/10/2025,Tuesday,October,2025,Vegetarian Festival,Yes,1
22/10/2025,Wednesday,October,2025,Vegetarian Festival,Yes,1
23/10/2025,Thursday,October,2025,Vegetarian Festival / Chulalongkorn Day,Yes,1
24/10/2025,Friday,October,2025,Vegetarian Festival,Yes,1
25/10/2025,Saturday,October,2025,Vegetarian Festival,Yes,1
26/10/2025,Sunday,October,2025,Vegetarian Festival,Yes,1
27/10/2025,Monday,October,2025,Vegetarian Festival,Yes,1
28/10/2025,Tuesday,October,2025,Vegetarian Festival,Yes,1
29/10/2025,Wednesday,October,2025,Vegetarian Festival,Yes,1
30/10/2025,Thursday,October,2025,,No,0
31/10/2025,Friday,October,2025,Halloween,Yes,1
1/11/2025,Saturday,November,2025,,Weekend,0
2/11/2025,Sunday,November,2025,,Weekend,0
3/11/2025,Monday,November,2025,,No,0
4/11/2025,Tuesday,November,2025,,No,0
5/11/2025,Wednesday,November,2025,Loy Krathong Festival,Yes,1
6/11/2025,Thursday,November,2025,,No,0
7/11/2025,Friday,November,2025,,No,0
8/11/2025,Saturday,November,2025,,Weekend,0
9/11/2025,Sunday,November,2025,,Weekend,0
10/11/2025,Monday,November,2025,,No,0
11/11/2025,Tuesday,November,2025,,No,0
12/11/2025,Wednesday,November,2025,,No,0
13/11/2025,Thursday,November,2025,,No,0
14/11/2025,Friday,November,2025,,No,0
15/11/2025,Saturday,November,2025,,Weekend,0
16/11/2025,Sunday,November,2025,,Weekend,0
17/11/2025,Monday,November,2025,,No,0
18/11/2025,Tuesday,November,2025,,No,0
19/11/2025,Wednesday,November,2025,,No,0
20/11/2025,Thursday,November,2025,,No,0
21/11/2025,Friday,November,2025,,No,0
22/11/2025,Saturday,November,2025,,Weekend,0
23/11/2025,Sunday,November,2025,,Weekend,0
24/11/2025,Monday,November,2025,,No,0
25/11/2025,Tuesday,November,2025,,No,0
26/11/2025,Wednesday,November,2025,,No,0
27/11/2025,Thursday,November,2025,,No,0
28/11/2025,Friday,November,2025,,No,0
29/11/2025,Saturday,November,2025,,Weekend,0
30/11/2025,Sunday,November,2025,,Weekend,0
1/12/2025,Monday,December,2025,,No,0
2/12/2025,Tuesday,December,2025,,No,0
3/12/2025,Wednesday,December,2025,,No,0
4/12/2025,Thursday,December,2025,,No,0
5/12/2025,Friday,December,2025,King Bhumibol Adulyadej's Birthday / Father's Day,Yes,1
6/12/2025,Saturday,December,2025,,Weekend,0
7/12/2025,Sunday,December,2025,,Weekend,0
8/12/2025,Monday,December,2025,,No,0
9/12/2025,Tuesday,December,2025,,No,0
10/12/2025,Wednesday,December,2025,Constitution Day,Yes,1
11/12/2025,Thursday,December,2025,,No,0
12/12/2025,Friday,December,2025,,No,0
13/12/2025,Saturday,December,2025,,Weekend,0
14/12/2025,Sunday,December,2025,,Weekend,0
15/12/2025,Monday,December,2025,,No,0
16/12/2025,Tuesday,December,2025,,No,0
17/12/2025,Wednesday,December,2025,,No,0
18/12/2025,Thursday,December,2025,,No,0
19/12/2025,Friday,December,2025,,No,0
20/12/2025,Saturday,December,2025,,Weekend,0
21/12/2025,Sunday,December,2025,,Weekend,0
22/12/2025,Monday,December,2025,,No,0
23/12/2025,Tuesday,December,2025,,No,0
24/12/2025,Wednesday,December,2025,Christmas Eve,Yes,1
25/12/2025,Thursday,December,2025,Christmas Day,Yes,1
26/12/2025,Friday,December,2025,,No,0
27/12/2025,Saturday,December,2025,,Weekend,0
28/12/2025,Sunday,December,2025,King Taksin Memorial Day,Yes,1
29/12/2025,Monday,December,2025,,No,0
30/12/2025,Tuesday,December,2025,,No,0
31/12/2025,Wednesday,December,2025,New Year's Eve,Yes,1
